SpeciesID	Domain	Phylum	Class	Order	Family	Genus
ASV4008	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	
ASV4009	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandaracinobacter
ASV4010	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	env.OPS_17
ASV4011	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Huanghella
ASV4012	Bacteria	Proteobacteria				
ASV4013	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
ASV4014	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Larkinella
ASV4015	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nostoc_PCC-73102
ASV4016	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Tychonema_CCAP_1459-11B
ASV4017	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
ASV4018	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
ASV4019	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura
ASV4020	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas
ASV4021	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Fibrella
ASV4022	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia
ASV4023	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea
ASV4024	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter
ASV4025	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma
ASV4026	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium
ASV4027	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus
ASV4028	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum
ASV4029	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges
ASV4030	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma
ASV4031	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV4032	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV4033	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	
ASV4034	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
ASV4035	Bacteria					
ASV4036	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales
ASV4037	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1
ASV4038	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Phreatobacter
ASV4039	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20
ASV4040	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20
ASV4041	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus
ASV4042	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV4043	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	
ASV4044	Bacteria					
ASV4045	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax
ASV4046	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	
ASV4047	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Tychonema_CCAP_1459-11B
ASV4048	Bacteria	Cyanobacteria	Cyanobacteriia			
ASV4049	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
ASV4050	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
ASV4051	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7
ASV4052	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
ASV4053	Bacteria	Firmicutes				
ASV4054	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Pullulanibacillus
ASV4055	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus
ASV4056	Bacteria	Cyanobacteria	Cyanobacteriia	Pseudanabaenales	Pseudanabaenaceae	Synechococcus_PCC-7502
ASV4057	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	
ASV4058	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus
ASV4059	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	uncultured	uncultured
ASV4060	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1
ASV4061	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria	Parcubacteria	Parcubacteria
ASV4062	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma
ASV4063	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia
ASV4064	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	uncultured
ASV4065	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
ASV4066	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
ASV4067	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Nomurabacteria	Candidatus_Nomurabacteria	Candidatus_Nomurabacteria
ASV4068	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Sporocytophaga
ASV4069	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea
ASV4070	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI_0001001-H03
ASV4071	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
ASV4072	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	uncultured
ASV4073	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured
ASV4074	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas
ASV4075	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV4076	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter
ASV4077	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured
ASV4078	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus
ASV4079	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus
ASV4080	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriae	Acidobacteriae	Paludibaculum
ASV4081	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	
ASV4082	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria
ASV4083	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter
ASV4084	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Candidatus_Nostocoida
ASV4085	Bacteria	RCP2-54	RCP2-54	RCP2-54	RCP2-54	RCP2-54
ASV4086	Bacteria	Proteobacteria	Gammaproteobacteria			
ASV4087	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella
ASV4088	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae
ASV4089	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV4090	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV4091	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10
ASV4092	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga
ASV4093	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1
ASV4094	Bacteria	Firmicutes	Bacilli			
ASV4095	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	AKYH767
ASV4096	Bacteria	RCP2-54	RCP2-54	RCP2-54	RCP2-54	RCP2-54
ASV4097	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ASV4098	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV4099	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis
ASV4100	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	Candidatus_Peribacteria	Candidatus_Peribacteria
ASV4101	Bacteria	Verrucomicrobiota	Verrucomicrobiae	uncultured	uncultured	uncultured
ASV4102	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	Cloacimonadaceae
ASV4103	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum
ASV4104	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV4105	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Arcicella
ASV4106	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales
ASV4107	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV4108	Bacteria	Cyanobacteria	Sericytochromatia	Sericytochromatia	Sericytochromatia	Sericytochromatia
ASV4109	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	LWQ8
ASV4110	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges
ASV4111	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	uncultured	uncultured
ASV4112	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast
ASV4113	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Colwellbacteria	Candidatus_Colwellbacteria	Candidatus_Colwellbacteria
ASV4114	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	Candidatus_Peribacteria	Candidatus_Peribacteria
ASV4115	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium
ASV4116	Bacteria					
ASV4117	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales
ASV4118	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria	Parcubacteria	Parcubacteria
ASV4119	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas
ASV4120	Bacteria	Proteobacteria	Alphaproteobacteria			
ASV4121	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	
ASV4122	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseococcus
ASV4123	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Blastomonas
ASV4124	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales		
ASV4125	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Woesebacteria	Candidatus_Woesebacteria	Candidatus_Woesebacteria
ASV4126	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	
ASV4127	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon
ASV4128	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ASV4129	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter
ASV4130	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	
ASV4131	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
ASV4132	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	
ASV4133	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira
ASV4134	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales
ASV4135	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured
ASV4136	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
ASV4137	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus
ASV4138	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
ASV4139	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales		
ASV4140	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter
ASV4141	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV4142	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobiaceae
ASV4143	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales	Armatimonadales
ASV4144	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
ASV4145	Bacteria					
ASV4146	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
ASV4147	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus
ASV4148	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium
ASV4149	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	LWQ8
ASV4150	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter
ASV4151	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast
ASV4152	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales
ASV4153	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	
ASV4154	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast
ASV4155	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium
ASV4156	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV4157	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales	Armatimonadales
ASV4158	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
ASV4159	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	
ASV4160	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yoonia-Loktanella
ASV4161	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
ASV4162	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV4163	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Ovatusbacter
ASV4164	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	OPB41	OPB41
ASV4165	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45
ASV4166	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
ASV4167	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	
ASV4168	Bacteria	Actinobacteriota	Actinobacteria			
ASV4169	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella
ASV4170	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia
ASV4171	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Shapirobacteria	Candidatus_Shapirobacteria	Candidatus_Shapirobacteria
ASV4172	Bacteria					
ASV4173	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae	Smithella
ASV4174	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29_marine_group
ASV4175	Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	
ASV4176	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Lentimicrobiaceae
ASV4177	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter
ASV4178	Bacteria	WS1	WS1	WS1	WS1	WS1
ASV4179	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	uncultured	uncultured
ASV4180	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Moranbacteria	Candidatus_Moranbacteria	Candidatus_Moranbacteria
ASV4181	Bacteria					
ASV4182	Bacteria	Armatimonadota	uncultured	uncultured	uncultured	uncultured
ASV4183	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV4184	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	
ASV4185	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae
ASV4186	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylophilaceae
ASV4187	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Shapirobacteria	Candidatus_Shapirobacteria	Candidatus_Shapirobacteria
ASV4188	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae
ASV4189	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured
ASV4190	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfotomaculales	Desulfurispora
ASV4191	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus
ASV4192	Bacteria	Gemmatimonadota	S0134_terrestrial_group	S0134_terrestrial_group	S0134_terrestrial_group	S0134_terrestrial_group
ASV4193	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Haliscomenobacter
ASV4194	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured
ASV4195	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group
ASV4196	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae
ASV4197	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae
ASV4198	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria	Parcubacteria	Parcubacteria
ASV4199	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax
ASV4200	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	uncultured
ASV4201	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga
ASV4202	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45
ASV4203	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	uncultured
ASV4204	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV4205	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured
ASV4206	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas
ASV4207	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis
ASV4208	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured
ASV4209	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
ASV4210	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae
ASV4211	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus
ASV4212	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV4213	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	37-13
ASV4214	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ASV4215	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales		
ASV4216	Bacteria	Actinobacteriota	WCHB1-81	WCHB1-81	WCHB1-81	WCHB1-81
ASV4217	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV4218	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96
ASV4219	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b
ASV4220	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	env.OPS_17
ASV4221	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
ASV4222	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria
ASV4223	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
ASV4224	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus
ASV4225	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
ASV4226	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria	Parcubacteria	Parcubacteria
ASV4227	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	
ASV4228	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Finegoldia
ASV4229	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group
ASV4230	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	
ASV4231	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	
ASV4232	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	uncultured
ASV4233	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	
ASV4234	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	
ASV4235	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	A21b
ASV4236	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group
ASV4237	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10
ASV4238	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges
ASV4239	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum
ASV4240	Bacteria	Patescibacteria	Berkelbacteria	Berkelbacteria	Berkelbacteria	Berkelbacteria
ASV4241	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Stenotrophobacter
ASV4242	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV4243	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured
ASV4244	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobiaceae
ASV4245	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Nomurabacteria	Candidatus_Nomurabacteria	Candidatus_Nomurabacteria
ASV4246	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured
ASV4247	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	uncultured	uncultured
ASV4248	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus
ASV4249	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured
ASV4250	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	env.OPS_17
ASV4251	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	
ASV4252	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured
ASV4253	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured
ASV4254	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group
ASV4255	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Azambacteria	Candidatus_Azambacteria	Candidatus_Azambacteria
ASV4256	Bacteria					
ASV4257	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter
ASV4258	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium
ASV4259	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured
ASV4260	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured
ASV4261	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella
ASV4262	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	Kapabacteriales	Kapabacteriales
ASV4263	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV4264	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV4265	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV4266	Bacteria	Chloroflexi	Anaerolineae	SBR1031	SBR1031	SBR1031
ASV4267	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys
ASV4268	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas
